latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
38.788,-122.823,315.4,3.1,1.7,2019-10-24,1825,Terra,MODIS,50,6.0NRT,289.2,54.3,D
38.756,-122.79,371.7,3.1,1.7,2019-10-24,1825,Terra,MODIS,100,6.0NRT,296.9,585.8,D
38.741,-122.792,338.4,3.1,1.7,2019-10-24,1825,Terra,MODIS,88,6.0NRT,293.9,169,D
38.726,-122.798,334.6,3.1,1.7,2019-10-24,1825,Terra,MODIS,68,6.0NRT,292.4,131.9,D
38.724,-122.76,331.9,3,1.7,2019-10-24,1825,Terra,MODIS,46,6.0NRT,295.1,116.7,D
38.711,-122.775,332.3,3,1.7,2019-10-24,1825,Terra,MODIS,74,6.0NRT,299.4,125.8,D
34.964,-108.575,332.3,1.5,1.2,2019-10-24,1825,Terra,MODIS,87,6.0NRT,286.9,56.5,D
35.126,-112.115,310.8,1,1,2019-10-24,1825,Terra,MODIS,67,6.0NRT,285.4,9.8,D
35.125,-112.104,357.1,1,1,2019-10-24,1825,Terra,MODIS,98,6.0NRT,295,81.8,D
35.123,-112.093,382.1,1,1,2019-10-24,1825,Terra,MODIS,100,6.0NRT,300.3,167.6,D
35.121,-112.082,350.5,1,1,2019-10-24,1825,Terra,MODIS,96,6.0NRT,292.3,64.5,D
35.119,-112.07,314.4,1,1,2019-10-24,1825,Terra,MODIS,64,6.0NRT,288.3,11,D
35.116,-112.106,395.5,1,1,2019-10-24,1825,Terra,MODIS,100,6.0NRT,295.7,237,D
35.114,-112.095,441.2,1,1,2019-10-24,1825,Terra,MODIS,100,6.0NRT,321.1,630.6,D
35.112,-112.084,405,1,1,2019-10-24,1825,Terra,MODIS,100,6.0NRT,306.3,293.8,D
35.11,-112.073,337.4,1,1,2019-10-24,1825,Terra,MODIS,90,6.0NRT,290.7,36.6,D
35.105,-112.097,329,1,1,2019-10-24,1825,Terra,MODIS,53,6.0NRT,285.9,25.2,D
35.103,-112.086,368.3,1,1,2019-10-24,1825,Terra,MODIS,100,6.0NRT,291.9,111,D
35.101,-112.075,401.7,1,1,2019-10-24,1825,Terra,MODIS,100,6.0NRT,301.3,271.1,D
35.1,-112.063,341.9,1,1,2019-10-24,1825,Terra,MODIS,92,6.0NRT,292.3,43.8,D
35.092,-112.077,315.4,1,1,2019-10-24,1825,Terra,MODIS,27,6.0NRT,289.8,10.8,D
33.743,-109.798,303.4,1.3,1.1,2019-10-24,1825,Terra,MODIS,34,6.0NRT,288.4,7.8,D
33.685,-109.653,309.6,1.3,1.1,2019-10-24,1825,Terra,MODIS,69,6.0NRT,289.5,14.7,D
33.415,-110.862,312.5,1.2,1.1,2019-10-24,1825,Terra,MODIS,55,6.0NRT,300.3,7.7,D
33.337,-112.916,322.3,1,1,2019-10-24,1825,Terra,MODIS,22,6.0NRT,308.4,5.8,D
32.927,-115.548,347.3,1,1,2019-10-24,1825,Terra,MODIS,93,6.0NRT,307.8,51.6,D
34.636,-80.751,307.2,1.1,1.1,2019-10-24,1825,Aqua,MODIS,62,6.0NRT,295.8,6.9,D
34.884,-80.213,311,1.1,1,2019-10-24,1825,Aqua,MODIS,64,6.0NRT,294.5,10,D
34.923,-80.639,321.8,1.1,1.1,2019-10-24,1825,Aqua,MODIS,76,6.0NRT,295.6,19.7,D
35.402,-79.751,304.9,1,1,2019-10-24,1825,Aqua,MODIS,55,6.0NRT,292.9,5.5,D
35.218,-81.327,303,1.2,1.1,2019-10-24,1825,Aqua,MODIS,28,6.0NRT,293,4.9,D
33.974,-88.174,306.4,3.2,1.7,2019-10-24,1825,Aqua,MODIS,63,6.0NRT,286.7,38.2,D
33.91,-88.447,311,3.4,1.7,2019-10-24,1825,Aqua,MODIS,71,6.0NRT,291.7,54.9,D
33.971,-88.178,302.3,3.2,1.7,2019-10-24,1825,Aqua,MODIS,52,6.0NRT,286.5,24.6,D
33.906,-88.45,315.5,3.4,1.7,2019-10-24,1825,Aqua,MODIS,76,6.0NRT,291.8,74.9,D
34.136,-88.352,310,3.3,1.7,2019-10-24,1825,Aqua,MODIS,60,6.0NRT,293.1,48.6,D
34.133,-88.355,304.6,3.3,1.7,2019-10-24,1825,Aqua,MODIS,56,6.0NRT,293,29.1,D
35.856,-80.396,311,1.1,1,2019-10-24,1825,Aqua,MODIS,70,6.0NRT,293.6,9.7,D
35.912,-80.44,305.9,1.1,1,2019-10-24,1825,Aqua,MODIS,62,6.0NRT,293.3,5.5,D
35.91,-80.451,312.9,1.1,1,2019-10-24,1825,Aqua,MODIS,73,6.0NRT,294.1,11,D
35.998,-80.663,307.3,1.1,1,2019-10-24,1825,Aqua,MODIS,65,6.0NRT,293.8,7.2,D
35.996,-80.675,315.3,1.1,1,2019-10-24,1825,Aqua,MODIS,76,6.0NRT,295.1,13.9,D
35.995,-80.799,307.3,1.1,1,2019-10-24,1825,Aqua,MODIS,65,6.0NRT,294.6,6.9,D
33.977,-90.566,306.8,4.5,2,2019-10-24,1825,Aqua,MODIS,63,6.0NRT,294.3,41.6,D
33.965,-90.613,305.8,4.6,2,2019-10-24,1825,Aqua,MODIS,58,6.0NRT,294,33.8,D
34.606,-88.007,302.7,3,1.7,2019-10-24,1825,Aqua,MODIS,40,6.0NRT,292.1,19.8,D
34.599,-88.039,306.8,3,1.7,2019-10-24,1825,Aqua,MODIS,63,6.0NRT,292.3,32.5,D
34.606,-88.01,304.9,3,1.7,2019-10-24,1825,Aqua,MODIS,59,6.0NRT,292.2,28.5,D
34.599,-88.042,303.4,3,1.7,2019-10-24,1825,Aqua,MODIS,54,6.0NRT,292.2,24.2,D
33.978,-90.569,307.9,4.5,2,2019-10-24,1825,Aqua,MODIS,65,6.0NRT,294.3,46.5,D
33.966,-90.616,304.7,4.6,2,2019-10-24,1825,Aqua,MODIS,48,6.0NRT,294.1,26.8,D
36.225,-80.8,307.6,1.1,1,2019-10-24,1825,Aqua,MODIS,66,6.0NRT,292.8,7.6,D
36.207,-80.908,313,1.1,1,2019-10-24,1825,Aqua,MODIS,73,6.0NRT,294.1,12.3,D
35.456,-85.224,306.2,1.9,1.4,2019-10-24,1825,Aqua,MODIS,63,6.0NRT,290.7,17.9,D
36.819,-77.197,310.4,1,1,2019-10-24,1825,Aqua,MODIS,69,6.0NRT,294.6,9.1,D
35.461,-85.232,313.5,1.9,1.4,2019-10-24,1825,Aqua,MODIS,74,6.0NRT,291.3,29.7,D
36.283,-81.009,304.8,1.1,1.1,2019-10-24,1825,Aqua,MODIS,60,6.0NRT,293.6,5.8,D
35.359,-85.961,314.3,2.1,1.4,2019-10-24,1825,Aqua,MODIS,75,6.0NRT,295.8,30.3,D
36.315,-80.992,304.6,1.1,1,2019-10-24,1825,Aqua,MODIS,59,6.0NRT,293.3,5.7,D
36.265,-81.55,300.1,1.2,1.1,2019-10-24,1825,Aqua,MODIS,30,6.0NRT,289.8,5.4,D
37.198,-76.602,301.1,1.1,1,2019-10-24,1825,Aqua,MODIS,0,6.0NRT,291,2.4,D
37.07,-78.921,305.9,1,1,2019-10-24,1825,Aqua,MODIS,62,6.0NRT,294.5,5.8,D
37.068,-78.932,307,1,1,2019-10-24,1825,Aqua,MODIS,65,6.0NRT,294.4,6.5,D
35.8,-86.594,304,2.3,1.5,2019-10-24,1825,Aqua,MODIS,58,6.0NRT,294,13.1,D
37.364,-81.095,306.2,1.1,1,2019-10-24,1825,Aqua,MODIS,59,6.0NRT,296.1,6.8,D
37.381,-81.456,308.2,1.1,1.1,2019-10-24,1825,Aqua,MODIS,67,6.0NRT,290.5,9.1,D
37.379,-81.469,317.5,1.1,1.1,2019-10-24,1825,Aqua,MODIS,78,6.0NRT,291.9,17.5,D
38.473,-77.775,306.6,1,1,2019-10-24,1825,Aqua,MODIS,64,6.0NRT,293.4,6.8,D
38.109,-81.015,302.2,1.1,1,2019-10-24,1825,Aqua,MODIS,51,6.0NRT,291.8,5.1,D
40.301,-79.88,306.5,1,1,2019-10-24,1825,Aqua,MODIS,48,6.0NRT,294.5,5.9,D
40.387,-79.86,312.2,1,1,2019-10-24,1825,Aqua,MODIS,0,6.0NRT,293.1,9.2,D
41.547,-83.833,324.2,1.2,1.1,2019-10-24,1825,Aqua,MODIS,83,6.0NRT,283.5,31.9,D
41.544,-83.847,306.1,1.2,1.1,2019-10-24,1825,Aqua,MODIS,63,6.0NRT,283.6,11.7,D
31.249,-92.877,310.5,2.8,1.6,2019-10-24,2000,Aqua,MODIS,65,6.0NRT,292.1,36.5,D
31.142,-95.627,315.2,1.8,1.3,2019-10-24,2000,Aqua,MODIS,71,6.0NRT,296.4,21,D
31.632,-93.145,305.7,2.7,1.6,2019-10-24,2000,Aqua,MODIS,51,6.0NRT,295.5,18.6,D
31.643,-93.628,309.2,2.5,1.5,2019-10-24,2000,Aqua,MODIS,54,6.0NRT,296.6,24.2,D
31.937,-92.053,325.5,3.3,1.7,2019-10-24,2000,Aqua,MODIS,78,6.0NRT,296.2,121.3,D
32.015,-94.309,345.4,2.3,1.5,2019-10-24,2000,Aqua,MODIS,94,6.0NRT,297.2,165.8,D
32.011,-94.314,327.3,2.3,1.5,2019-10-24,2000,Aqua,MODIS,84,6.0NRT,296.1,73.8,D
32.026,-94.291,306.9,2.3,1.5,2019-10-24,2000,Aqua,MODIS,57,6.0NRT,295.6,14.9,D
32.024,-94.315,324.8,2.3,1.5,2019-10-24,2000,Aqua,MODIS,82,6.0NRT,295.9,66.8,D
32.849,-94.005,306.8,2.5,1.5,2019-10-24,2000,Aqua,MODIS,59,6.0NRT,294.8,19.4,D
32.998,-92.734,303.4,3,1.7,2019-10-24,2000,Aqua,MODIS,46,6.0NRT,293.3,18.1,D
33.184,-91.659,306.3,3.6,1.8,2019-10-24,2000,Aqua,MODIS,59,6.0NRT,293.1,36.4,D
33.104,-93.938,304.5,2.5,1.5,2019-10-24,2000,Aqua,MODIS,52,6.0NRT,293.8,12.9,D
33.109,-93.943,308.4,2.5,1.5,2019-10-24,2000,Aqua,MODIS,64,6.0NRT,294,22.8,D
33.409,-93.479,309.6,2.7,1.6,2019-10-24,2000,Aqua,MODIS,66,6.0NRT,293.6,30.3,D
33.423,-93.48,307.6,2.7,1.6,2019-10-24,2000,Aqua,MODIS,63,6.0NRT,292.9,24.4,D
33.413,-93.487,319.8,2.7,1.6,2019-10-24,2000,Aqua,MODIS,79,6.0NRT,293.6,68.1,D
33.642,-92.731,304.4,3.1,1.7,2019-10-24,2000,Aqua,MODIS,53,6.0NRT,292.4,22,D
33.642,-92.739,302.9,3.1,1.7,2019-10-24,2000,Aqua,MODIS,43,6.0NRT,292.3,17.4,D
34.38,-90.905,319.3,4.1,1.9,2019-10-24,2000,Aqua,MODIS,71,6.0NRT,295.8,102.5,D
34.382,-90.909,317.3,4.1,1.9,2019-10-24,2000,Aqua,MODIS,68,6.0NRT,295.5,88.7,D
34.963,-108.579,314,1.6,1.3,2019-10-24,2000,Aqua,MODIS,73,6.0NRT,288.8,25.9,D
35.084,-112.078,305.2,2.7,1.6,2019-10-24,2000,Aqua,MODIS,29,6.0NRT,282.5,26.5,D
35.098,-112.082,362.9,2.7,1.6,2019-10-24,2000,Aqua,MODIS,100,6.0NRT,289.6,394.8,D
35.092,-112.109,309.1,2.7,1.6,2019-10-24,2000,Aqua,MODIS,44,6.0NRT,280,35.5,D
35.112,-112.086,347.6,2.7,1.6,2019-10-24,2000,Aqua,MODIS,95,6.0NRT,289.4,238,D
35.106,-112.113,331.7,2.7,1.6,2019-10-24,2000,Aqua,MODIS,87,6.0NRT,285,128,D
35.125,-112.091,309,2.7,1.6,2019-10-24,2000,Aqua,MODIS,43,6.0NRT,285.7,36.8,D
35.119,-112.118,331.2,2.7,1.6,2019-10-24,2000,Aqua,MODIS,86,6.0NRT,286.7,128.7,D
35.117,-112.095,336.6,2.7,1.6,2019-10-24,2000,Aqua,MODIS,89,6.0NRT,289.5,155.4,D
35.11,-112.122,322.7,2.7,1.6,2019-10-24,2000,Aqua,MODIS,67,6.0NRT,284.7,81.4,D
35.124,-112.126,312.3,2.7,1.6,2019-10-24,2000,Aqua,MODIS,49,6.0NRT,286.2,44.7,D
42.682,-111.589,317.8,1.6,1.2,2019-10-24,2005,Aqua,MODIS,78,6.0NRT,283.8,33.4,D
42.681,-111.594,321.3,1.6,1.2,2019-10-24,2005,Aqua,MODIS,70,6.0NRT,283.9,42.6,D
44.774,-108.761,301,1.1,1,2019-10-24,2005,Aqua,MODIS,44,6.0NRT,279.1,7.1,D
44.244,-116.066,302.7,2.6,1.5,2019-10-24,2005,Aqua,MODIS,53,6.0NRT,275,33.6,D
44.237,-116.07,300.3,2.6,1.5,2019-10-24,2005,Aqua,MODIS,33,6.0NRT,274.8,28.4,D
45.745,-117.821,333.3,2.9,1.6,2019-10-24,2005,Aqua,MODIS,88,6.0NRT,281.2,165.3,D
45.746,-117.83,330.2,2.9,1.6,2019-10-24,2005,Aqua,MODIS,87,6.0NRT,281.2,148,D
45.865,-117.664,314.5,2.8,1.6,2019-10-24,2005,Aqua,MODIS,75,6.0NRT,280.2,69.2,D
45.857,-117.697,307.4,2.8,1.6,2019-10-24,2005,Aqua,MODIS,65,6.0NRT,279.6,46.9,D
45.855,-117.661,307.2,2.8,1.6,2019-10-24,2005,Aqua,MODIS,65,6.0NRT,280.8,43.6,D
45.868,-117.67,307.2,2.8,1.6,2019-10-24,2005,Aqua,MODIS,65,6.0NRT,280,44,D
46.149,-117.202,301.1,2.6,1.5,2019-10-24,2005,Aqua,MODIS,38,6.0NRT,281.9,20.7,D
46.513,-115.934,323,2.2,1.4,2019-10-24,2005,Aqua,MODIS,82,6.0NRT,270,75.7,D
46.569,-115.75,321.7,2.1,1.4,2019-10-24,2005,Aqua,MODIS,0,6.0NRT,267.8,69.8,D
46.562,-115.778,318.8,2.1,1.4,2019-10-24,2005,Aqua,MODIS,69,6.0NRT,269,62,D
47.86,-110.171,310.6,1.1,1.1,2019-10-24,2005,Aqua,MODIS,70,6.0NRT,281.1,14,D
46.876,-116.019,301.5,2.1,1.4,2019-10-24,2005,Aqua,MODIS,47,6.0NRT,275.7,24.3,D
46.894,-115.998,300.2,2.1,1.4,2019-10-24,2005,Aqua,MODIS,32,6.0NRT,275.4,21.3,D
46.888,-116.023,342.6,2.1,1.4,2019-10-24,2005,Aqua,MODIS,93,6.0NRT,277.1,155.8,D
47.032,-116.168,302.7,2.1,1.4,2019-10-24,2005,Aqua,MODIS,34,6.0NRT,272.7,23.9,D
47.038,-116.202,315.8,2.1,1.4,2019-10-24,2005,Aqua,MODIS,72,6.0NRT,273.7,51.6,D
46.954,-116.558,301.6,2.3,1.5,2019-10-24,2005,Aqua,MODIS,48,6.0NRT,277.9,25.4,D
34.443,-118.383,325.2,2.7,1.6,2019-10-24,2140,Aqua,MODIS,76,6.0NRT,302.9,65.5,D
34.441,-118.412,328,2.7,1.6,2019-10-24,2140,Aqua,MODIS,79,6.0NRT,294.5,81.3,D
34.45,-118.363,350.8,2.7,1.6,2019-10-24,2140,Aqua,MODIS,95,6.0NRT,306.2,235.9,D
34.448,-118.392,404.8,2.7,1.6,2019-10-24,2140,Aqua,MODIS,100,6.0NRT,310,1179.5,D
34.446,-118.421,361,2.7,1.6,2019-10-24,2140,Aqua,MODIS,100,6.0NRT,296.6,343.4,D
34.464,-118.365,379.9,2.7,1.6,2019-10-24,2140,Aqua,MODIS,100,6.0NRT,310.8,620.7,D
34.462,-118.394,444.2,2.7,1.6,2019-10-24,2140,Aqua,MODIS,100,6.0NRT,332.6,2710.9,D
34.46,-118.423,371.8,2.7,1.6,2019-10-24,2140,Aqua,MODIS,100,6.0NRT,305.4,484.3,D
34.476,-118.396,320,2.7,1.6,2019-10-24,2140,Aqua,MODIS,68,6.0NRT,305,40.1,D
38.729,-122.777,345.7,1.6,1.3,2019-10-24,2140,Aqua,MODIS,94,6.0NRT,288.8,96.3,D
38.727,-122.794,335.9,1.6,1.3,2019-10-24,2140,Aqua,MODIS,89,6.0NRT,291.9,59.5,D
38.74,-122.78,343.8,1.6,1.3,2019-10-24,2140,Aqua,MODIS,92,6.0NRT,287.8,87.9,D
38.738,-122.798,342.1,1.6,1.3,2019-10-24,2140,Aqua,MODIS,92,6.0NRT,291.3,79,D
38.743,-122.872,320.8,1.6,1.2,2019-10-24,2140,Aqua,MODIS,34,6.0NRT,289.7,23.7,D
38.762,-122.785,322,1.6,1.3,2019-10-24,2140,Aqua,MODIS,64,6.0NRT,290.2,30,D
38.783,-122.814,338.8,1.6,1.3,2019-10-24,2140,Aqua,MODIS,78,6.0NRT,288,69.4,D
38.796,-122.795,365.8,1.6,1.3,2019-10-24,2140,Aqua,MODIS,100,6.0NRT,287.7,200.2,D
41.425,-121.51,312.1,2.1,1.4,2019-10-24,2140,Aqua,MODIS,69,6.0NRT,287.7,30.6,D
41.91,-121.725,304.5,2.1,1.4,2019-10-24,2140,Aqua,MODIS,46,6.0NRT,291.8,10.2,D
42.049,-121.781,318.9,2,1.4,2019-10-24,2140,Aqua,MODIS,70,6.0NRT,297,38,D
42.061,-121.783,315.1,2,1.4,2019-10-24,2140,Aqua,MODIS,65,6.0NRT,296.6,28.3,D
42.367,-122.513,306.1,1.9,1.3,2019-10-24,2140,Aqua,MODIS,57,6.0NRT,296,13.3,D
42.715,-116.69,301.6,4.2,1.9,2019-10-24,2140,Aqua,MODIS,44,6.0NRT,284.8,40.9,D
42.722,-116.645,303.8,4.2,1.9,2019-10-24,2140,Aqua,MODIS,56,6.0NRT,284,48.8,D
42.683,-121.76,307.2,2.1,1.4,2019-10-24,2140,Aqua,MODIS,65,6.0NRT,289.7,23,D
43.716,-121.317,308.9,2.3,1.5,2019-10-24,2140,Aqua,MODIS,64,6.0NRT,286.8,33.7,D
43.715,-121.343,308.7,2.3,1.5,2019-10-24,2140,Aqua,MODIS,67,6.0NRT,287.8,32.6,D
44.241,-116.04,305.9,4.6,2,2019-10-24,2145,Aqua,MODIS,62,6.0NRT,278.9,88.2,D
44.239,-116.094,302.3,4.6,2,2019-10-24,2145,Aqua,MODIS,51,6.0NRT,278.9,68.5,D
44.239,-116.045,307.5,4.6,2,2019-10-24,2145,Aqua,MODIS,65,6.0NRT,278.8,96.6,D
44.46,-118.572,302.3,3.3,1.7,2019-10-24,2145,Aqua,MODIS,36,6.0NRT,285.4,30.9,D
44.736,-119.027,308.6,3.2,1.7,2019-10-24,2145,Aqua,MODIS,67,6.0NRT,289.1,43,D
44.899,-119.7,301.9,2.9,1.6,2019-10-24,2145,Aqua,MODIS,29,6.0NRT,287.9,19.6,D
45.234,-123.315,311.1,1.8,1.3,2019-10-24,2145,Aqua,MODIS,71,6.0NRT,289.9,25.4,D
45.24,-123.325,306.8,1.8,1.3,2019-10-24,2145,Aqua,MODIS,64,6.0NRT,289.6,17.4,D
45.751,-117.833,306.4,3.8,1.8,2019-10-24,2145,Aqua,MODIS,44,6.0NRT,283.6,53.7,D
45.743,-117.84,307.4,3.8,1.8,2019-10-24,2145,Aqua,MODIS,65,6.0NRT,283.9,64.3,D
46.999,-122.486,316.4,2.1,1.4,2019-10-24,2145,Aqua,MODIS,77,6.0NRT,289,45.4,D
30.855,-84.806,306.3,1,1,2019-10-25,0345,Terra,MODIS,68,6.0NRT,283.7,8.8,N
33.415,-110.86,307.7,1,1,2019-10-25,0525,Terra,MODIS,72,6.0NRT,283.4,11.1,N
38.74,-122.775,303.9,3.3,1.7,2019-10-25,0530,Terra,MODIS,57,6.0NRT,284.1,38.1,N
38.737,-122.78,305.2,3.3,1.7,2019-10-25,0530,Terra,MODIS,44,6.0NRT,284.3,40,N
38.796,-122.802,326.8,3.3,1.7,2019-10-25,0530,Terra,MODIS,100,6.0NRT,287.3,146.4,N
38.787,-122.839,318.7,3.3,1.7,2019-10-25,0530,Terra,MODIS,97,6.0NRT,286.4,98.8,N
38.811,-122.807,316.4,3.3,1.7,2019-10-25,0530,Terra,MODIS,93,6.0NRT,284.9,89,N
42.69,-111.589,304.6,1,1,2019-10-25,0530,Terra,MODIS,61,6.0NRT,270.5,12.2,N
47.914,-115.195,303.9,1,1,2019-10-25,0530,Terra,MODIS,57,6.0NRT,274.8,10.5,N
47.912,-115.208,322.6,1,1,2019-10-25,0530,Terra,MODIS,100,6.0NRT,275.3,25.3,N
47.636,-117.032,311.5,1.1,1,2019-10-25,0530,Terra,MODIS,83,6.0NRT,278.5,16.3,N
47.634,-117.046,304,1.1,1,2019-10-25,0530,Terra,MODIS,58,6.0NRT,278.3,10.7,N
48.297,-116.749,323.9,1,1,2019-10-25,0530,Terra,MODIS,100,6.0NRT,274.8,27.7,N
48.725,-116.526,300.4,1,1,2019-10-25,0530,Terra,MODIS,26,6.0NRT,275.2,8.9,N
38.808,-122.816,324.7,4.8,2,2019-10-25,0705,Terra,MODIS,100,6.0NRT,290.8,223.2,N
38.806,-122.822,322.5,4.8,2,2019-10-25,0705,Terra,MODIS,100,6.0NRT,290.6,203.8,N
42.683,-111.585,303.9,1.1,1,2019-10-25,0940,Aqua,MODIS,58,6.0NRT,268.8,13.4,N
38.809,-122.801,311.6,1.9,1.4,2019-10-25,0940,Aqua,MODIS,83,6.0NRT,290.3,29.7,N
38.807,-122.777,306.9,1.9,1.4,2019-10-25,0940,Aqua,MODIS,68,6.0NRT,290.1,21.5,N
38.797,-122.805,311.8,1.9,1.4,2019-10-25,0940,Aqua,MODIS,83,6.0NRT,292,30.3,N
33.421,-110.856,302.2,1.8,1.3,2019-10-25,0945,Aqua,MODIS,47,6.0NRT,279.5,20.2,N
34.457,-118.368,304.7,1,1,2019-10-25,0945,Aqua,MODIS,21,6.0NRT,291.9,6.2,N
34.456,-118.356,350.9,1,1,2019-10-25,0945,Aqua,MODIS,100,6.0NRT,296.4,68.8,N
34.45,-118.375,338.5,1,1,2019-10-25,0945,Aqua,MODIS,100,6.0NRT,294.9,43.3,N
34.449,-118.364,324.6,1,1,2019-10-25,0945,Aqua,MODIS,100,6.0NRT,295.7,23.9,N
34.442,-118.388,320.7,1,1,2019-10-25,0945,Aqua,MODIS,100,6.0NRT,293.5,19.4,N
34.441,-118.377,381.3,1,1,2019-10-25,0945,Aqua,MODIS,100,6.0NRT,302.1,169.4,N
34.439,-118.365,327.2,1,1,2019-10-25,0945,Aqua,MODIS,100,6.0NRT,296.2,26.8,N
34.433,-118.39,329,1,1,2019-10-25,0945,Aqua,MODIS,100,6.0NRT,295.5,29.2,N
34.432,-118.379,342.5,1,1,2019-10-25,0945,Aqua,MODIS,100,6.0NRT,295.9,50.6,N
26.883,-81.198,327.6,1.4,1.2,2019-10-25,1550,Terra,MODIS,82,6.0NRT,296.9,30.8,D
26.876,-81.191,343.2,1.4,1.2,2019-10-25,1550,Terra,MODIS,92,6.0NRT,298.2,68.3,D
26.653,-80.617,318.4,1.3,1.1,2019-10-25,1550,Terra,MODIS,72,6.0NRT,294.3,16.7,D
43.52,-91.648,305.9,1.4,1.2,2019-10-25,1725,Terra,MODIS,62,6.0NRT,281.6,14.9,D
42.698,-99.44,321,1.1,1,2019-10-25,1725,Terra,MODIS,81,6.0NRT,290.2,20.5,D
32.176,-102.266,312.3,1.1,1,2019-10-25,1730,Terra,MODIS,68,6.0NRT,293.9,9.5,D
38.018,-97.385,302.6,1,1,2019-10-25,1730,Terra,MODIS,53,6.0NRT,290.7,3.6,D
38.037,-98.91,314.9,1,1,2019-10-25,1730,Terra,MODIS,74,6.0NRT,292.2,11.3,D
34.968,-101.142,302.1,1,1,2019-10-25,1730,Terra,MODIS,51,6.0NRT,285.1,6.4,D
33.293,-105.409,314.7,1.6,1.2,2019-10-25,1730,Terra,MODIS,72,6.0NRT,293.5,20.8,D
33.291,-105.393,305.3,1.6,1.2,2019-10-25,1730,Terra,MODIS,24,6.0NRT,293.1,7.7,D
33.283,-105.428,307.6,1.6,1.2,2019-10-25,1730,Terra,MODIS,28,6.0NRT,293,9.6,D
32.05,-100.682,306.7,1,1,2019-10-25,1730,Terra,MODIS,61,6.0NRT,291.3,6.3,D
31.485,-101.837,323.1,1,1,2019-10-25,1730,Terra,MODIS,80,6.0NRT,295.5,17.7,D
31.483,-101.827,327.6,1,1,2019-10-25,1730,Terra,MODIS,84,6.0NRT,295.4,23,D
31.476,-101.839,309.1,1,1,2019-10-25,1730,Terra,MODIS,32,6.0NRT,294.7,4.8,D
31.474,-101.828,313.2,1,1,2019-10-25,1730,Terra,MODIS,68,6.0NRT,294.7,8,D
30.707,-101.667,309.7,1,1,2019-10-25,1730,Terra,MODIS,67,6.0NRT,292.5,7.8,D
47.893,-113.471,311.9,1.5,1.2,2019-10-25,1905,Terra,MODIS,72,6.0NRT,286.7,24.6,D
48.095,-117.241,307,1.1,1,2019-10-25,1905,Terra,MODIS,64,6.0NRT,282.8,10.8,D
48.092,-117.227,300.2,1.1,1,2019-10-25,1905,Terra,MODIS,33,6.0NRT,282.3,6.6,D
47.826,-115.751,316.7,1.2,1.1,2019-10-25,1905,Terra,MODIS,77,6.0NRT,278.3,24.6,D
47.594,-115.406,342.3,1.3,1.1,2019-10-25,1905,Terra,MODIS,93,6.0NRT,284.5,69,D
47.59,-115.39,337.6,1.3,1.1,2019-10-25,1905,Terra,MODIS,91,6.0NRT,283.9,57.7,D
47.584,-115.411,301.3,1.3,1.1,2019-10-25,1905,Terra,MODIS,42,6.0NRT,282.4,8.2,D
47.581,-115.393,303.5,1.3,1.1,2019-10-25,1905,Terra,MODIS,56,6.0NRT,281.8,9.8,D
48.619,-121.973,301.8,1.1,1,2019-10-25,1905,Terra,MODIS,49,6.0NRT,281,8.4,D
46.15,-111.587,300.7,2.1,1.4,2019-10-25,1905,Terra,MODIS,40,6.0NRT,290.2,8.9,D
46.482,-115.835,328.3,1.3,1.1,2019-10-25,1905,Terra,MODIS,86,6.0NRT,275.2,42.1,D
46.479,-115.819,313,1.3,1.1,2019-10-25,1905,Terra,MODIS,70,6.0NRT,279.2,19.8,D
47.183,-123.765,316.1,1.2,1.1,2019-10-25,1905,Terra,MODIS,65,6.0NRT,282.6,20.5,D
46.057,-116.58,314.7,1.2,1.1,2019-10-25,1905,Terra,MODIS,75,6.0NRT,290.4,17.7,D
46.055,-116.565,304,1.2,1.1,2019-10-25,1905,Terra,MODIS,47,6.0NRT,289,8.2,D
47.055,-123.902,318.7,1.2,1.1,2019-10-25,1905,Terra,MODIS,70,6.0NRT,282,23.9,D
45.886,-116.554,310.4,1.2,1.1,2019-10-25,1905,Terra,MODIS,70,6.0NRT,286,14.3,D
46.499,-120.351,306.6,1,1,2019-10-25,1905,Terra,MODIS,62,6.0NRT,290.9,5.4,D
46.497,-120.338,304,1,1,2019-10-25,1905,Terra,MODIS,52,6.0NRT,290.4,3.8,D
44.743,-119.014,302.2,1.1,1,2019-10-25,1905,Terra,MODIS,37,6.0NRT,290.7,3.5,D
44.741,-119.002,312.4,1.1,1,2019-10-25,1905,Terra,MODIS,73,6.0NRT,290.9,11.5,D
44.287,-117.038,345.8,1.3,1.1,2019-10-25,1905,Terra,MODIS,94,6.0NRT,293.2,74.2,D
44.284,-117.023,319.4,1.3,1.1,2019-10-25,1905,Terra,MODIS,79,6.0NRT,292.2,22.5,D
44.636,-119.376,312.6,1,1,2019-10-25,1905,Terra,MODIS,45,6.0NRT,293.3,9.8,D
44.634,-119.363,322.4,1,1,2019-10-25,1905,Terra,MODIS,82,6.0NRT,294.1,19,D
44.625,-119.366,319.4,1,1,2019-10-25,1905,Terra,MODIS,71,6.0NRT,294.6,16,D
43.963,-115.859,302.3,1.5,1.2,2019-10-25,1905,Terra,MODIS,51,6.0NRT,284.9,11.6,D
44.135,-118.506,308.4,1.1,1.1,2019-10-25,1905,Terra,MODIS,67,6.0NRT,285.1,12.2,D
